timestamp,plant_name,plant_type,capacity_mw,generation_mw,capacity_factor,latitude,longitude
2020-01-04 16:00:00,Dharwad_Wind_Farm,wind,80,0.234,0.0029,15.5,75.0
2020-01-04 17:00:00,Dharwad_Wind_Farm,wind,80,4.087,0.0511,15.5,75.0
2020-01-04 18:00:00,Dharwad_Wind_Farm,wind,80,7.27,0.0909,15.5,75.0
2020-01-04 19:00:00,Dharwad_Wind_Farm,wind,80,8.095,0.1012,15.5,75.0
2020-01-04 20:00:00,Dharwad_Wind_Farm,wind,80,3.919,0.049,15.5,75.0
2020-01-04 21:00:00,Dharwad_Wind_Farm,wind,80,2.684,0.0335,15.5,75.0
2020-01-04 22:00:00,Dharwad_Wind_Farm,wind,80,6.105,0.0763,15.5,75.0
2020-01-04 23:00:00,Dharwad_Wind_Farm,wind,80,1.241,0.0155,15.5,75.0
2020-01-05 00:00:00,Dharwad_Wind_Farm,wind,80,4.393,0.0549,15.5,75.0
2020-01-05 01:00:00,Dharwad_Wind_Farm,wind,80,1.776,0.0222,15.5,75.0
2020-01-05 02:00:00,Dharwad_Wind_Farm,wind,80,0.64,0.008,15.5,75.0
2020-01-05 03:00:00,Dharwad_Wind_Farm,wind,80,3.443,0.043,15.5,75.0
2020-01-05 04:00:00,Dharwad_Wind_Farm,wind,80,6.684,0.0835,15.5,75.0
2020-01-05 05:00:00,Dharwad_Wind_Farm,wind,80,4.007,0.0501,15.5,75.0
2020-01-05 06:00:00,Dharwad_Wind_Farm,wind,80,2.638,0.033,15.5,75.0
2020-01-05 07:00:00,Dharwad_Wind_Farm,wind,80,6.641,0.083,15.5,75.0
2020-01-05 08:00:00,Dharwad_Wind_Farm,wind,80,15.588,0.1949,15.5,75.0
2020-01-05 09:00:00,Dharwad_Wind_Farm,wind,80,4.115,0.0514,15.5,75.0
2020-01-05 10:00:00,Dharwad_Wind_Farm,wind,80,7.63,0.0954,15.5,75.0
2020-01-05 11:00:00,Dharwad_Wind_Farm,wind,80,9.673,0.1209,15.5,75.0
2020-01-05 12:00:00,Dharwad_Wind_Farm,wind,80,3.132,0.0391,15.5,75.0
2020-01-05 13:00:00,Dharwad_Wind_Farm,wind,80,16.761,0.2095,15.5,75.0
2020-01-05 14:00:00,Dharwad_Wind_Farm,wind,80,5.058,0.0632,15.5,75.0
2020-01-05 15:00:00,Dharwad_Wind_Farm,wind,80,3.033,0.0379,15.5,75.0
2020-01-05 16:00:00,Dharwad_Wind_Farm,wind,80,7.332,0.0917,15.5,75.0
2020-01-05 17:00:00,Dharwad_Wind_Farm,wind,80,10.108,0.1263,15.5,75.0
2020-01-05 18:00:00,Dharwad_Wind_Farm,wind,80,5.97,0.0746,15.5,75.0
2020-01-05 19:00:00,Dharwad_Wind_Farm,wind,80,6.413,0.0802,15.5,75.0
2020-01-05 20:00:00,Dharwad_Wind_Farm,wind,80,1.9,0.0238,15.5,75.0
2020-01-05 21:00:00,Dharwad_Wind_Farm,wind,80,7.396,0.0924,15.5,75.0
2020-01-05 22:00:00,Dharwad_Wind_Farm,wind,80,3.842,0.048,15.5,75.0
2020-01-05 23:00:00,Dharwad_Wind_Farm,wind,80,0.536,0.0067,15.5,75.0
2020-01-06 00:00:00,Dharwad_Wind_Farm,wind,80,7.905,0.0988,15.5,75.0
2020-01-06 01:00:00,Dharwad_Wind_Farm,wind,80,2.61,0.0326,15.5,75.0
2020-01-06 02:00:00,Dharwad_Wind_Farm,wind,80,1.486,0.0186,15.5,75.0
2020-01-06 03:00:00,Dharwad_Wind_Farm,wind,80,2.013,0.0252,15.5,75.0
2020-01-06 04:00:00,Dharwad_Wind_Farm,wind,80,0.0,0.0,15.5,75.0
2020-01-06 05:00:00,Dharwad_Wind_Farm,wind,80,0.136,0.0017,15.5,75.0
2020-01-06 06:00:00,Dharwad_Wind_Farm,wind,80,3.801,0.0475,15.5,75.0
2020-01-06 07:00:00,Dharwad_Wind_Farm,wind,80,12.791,0.1599,15.5,75.0
2020-01-06 08:00:00,Dharwad_Wind_Farm,wind,80,2.53,0.0316,15.5,75.0
2020-01-06 09:00:00,Dharwad_Wind_Farm,wind,80,4.242,0.053,15.5,75.0
2020-01-06 10:00:00,Dharwad_Wind_Farm,wind,80,7.298,0.0912,15.5,75.0
2020-01-06 11:00:00,Dharwad_Wind_Farm,wind,80,1.707,0.0213,15.5,75.0
2020-01-06 12:00:00,Dharwad_Wind_Farm,wind,80,4.827,0.0603,15.5,75.0
2020-01-06 13:00:00,Dharwad_Wind_Farm,wind,80,2.411,0.0301,15.5,75.0
2020-01-06 14:00:00,Dharwad_Wind_Farm,wind,80,3.814,0.0477,15.5,75.0
2020-01-06 15:00:00,Dharwad_Wind_Farm,wind,80,2.414,0.0302,15.5,75.0
2020-01-06 16:00:00,Dharwad_Wind_Farm,wind,80,15.722,0.1965,15.5,75.0
2020-01-06 17:00:00,Dharwad_Wind_Farm,wind,80,2.064,0.0258,15.5,75.0
2020-01-06 18:00:00,Dharwad_Wind_Farm,wind,80,4.85,0.0606,15.5,75.0
2020-01-06 19:00:00,Dharwad_Wind_Farm,wind,80,1.448,0.0181,15.5,75.0
2020-01-06 20:00:00,Dharwad_Wind_Farm,wind,80,1.007,0.0126,15.5,75.0
2020-01-06 21:00:00,Dharwad_Wind_Farm,wind,80,4.067,0.0508,15.5,75.0
2020-01-06 22:00:00,Dharwad_Wind_Farm,wind,80,3.071,0.0384,15.5,75.0
2020-01-06 23:00:00,Dharwad_Wind_Farm,wind,80,3.966,0.0496,15.5,75.0
2020-01-07 00:00:00,Dharwad_Wind_Farm,wind,80,0.743,0.0093,15.5,75.0
2020-01-07 01:00:00,Dharwad_Wind_Farm,wind,80,6.592,0.0824,15.5,75.0
2020-01-07 02:00:00,Dharwad_Wind_Farm,wind,80,1.758,0.022,15.5,75.0
2020-01-07 03:00:00,Dharwad_Wind_Farm,wind,80,4.287,0.0536,15.5,75.0
2020-01-07 04:00:00,Dharwad_Wind_Farm,wind,80,6.655,0.0832,15.5,75.0
2020-01-07 05:00:00,Dharwad_Wind_Farm,wind,80,1.526,0.0191,15.5,75.0
2020-01-07 06:00:00,Dharwad_Wind_Farm,wind,80,2.06,0.0257,15.5,75.0
2020-01-07 07:00:00,Dharwad_Wind_Farm,wind,80,7.942,0.0993,15.5,75.0
2020-01-07 08:00:00,Dharwad_Wind_Farm,wind,80,8.6,0.1075,15.5,75.0
2020-01-07 09:00:00,Dharwad_Wind_Farm,wind,80,0.54,0.0067,15.5,75.0
2020-01-07 10:00:00,Dharwad_Wind_Farm,wind,80,4.915,0.0614,15.5,75.0
2020-01-07 11:00:00,Dharwad_Wind_Farm,wind,80,5.295,0.0662,15.5,75.0
2020-01-07 12:00:00,Dharwad_Wind_Farm,wind,80,3.706,0.0463,15.5,75.0
2020-01-07 13:00:00,Dharwad_Wind_Farm,wind,80,3.802,0.0475,15.5,75.0
2020-01-07 14:00:00,Dharwad_Wind_Farm,wind,80,4.236,0.053,15.5,75.0
2020-01-07 15:00:00,Dharwad_Wind_Farm,wind,80,1.252,0.0156,15.5,75.0
2020-01-07 16:00:00,Dharwad_Wind_Farm,wind,80,4.795,0.0599,15.5,75.0
2020-01-07 17:00:00,Dharwad_Wind_Farm,wind,80,3.043,0.038,15.5,75.0
2020-01-07 18:00:00,Dharwad_Wind_Farm,wind,80,7.278,0.091,15.5,75.0
2020-01-07 19:00:00,Dharwad_Wind_Farm,wind,80,4.224,0.0528,15.5,75.0
2020-01-07 20:00:00,Dharwad_Wind_Farm,wind,80,1.587,0.0198,15.5,75.0
2020-01-07 21:00:00,Dharwad_Wind_Farm,wind,80,2.333,0.0292,15.5,75.0
2020-01-07 22:00:00,Dharwad_Wind_Farm,wind,80,0.598,0.0075,15.5,75.0
2020-01-07 23:00:00,Dharwad_Wind_Farm,wind,80,3.763,0.047,15.5,75.0
2020-01-08 00:00:00,Dharwad_Wind_Farm,wind,80,1.252,0.0157,15.5,75.0
2020-01-08 01:00:00,Dharwad_Wind_Farm,wind,80,5.996,0.075,15.5,75.0
2020-01-08 02:00:00,Dharwad_Wind_Farm,wind,80,0.922,0.0115,15.5,75.0
2020-01-08 03:00:00,Dharwad_Wind_Farm,wind,80,4.887,0.0611,15.5,75.0
2020-01-08 04:00:00,Dharwad_Wind_Farm,wind,80,3.993,0.0499,15.5,75.0
2020-01-08 05:00:00,Dharwad_Wind_Farm,wind,80,12.49,0.1561,15.5,75.0
2020-01-08 06:00:00,Dharwad_Wind_Farm,wind,80,9.873,0.1234,15.5,75.0
2020-01-08 07:00:00,Dharwad_Wind_Farm,wind,80,2.096,0.0262,15.5,75.0
2020-01-08 08:00:00,Dharwad_Wind_Farm,wind,80,5.06,0.0633,15.5,75.0
2020-01-08 09:00:00,Dharwad_Wind_Farm,wind,80,0.254,0.0032,15.5,75.0
2020-01-08 10:00:00,Dharwad_Wind_Farm,wind,80,0.0,0.0,15.5,75.0
2020-01-08 11:00:00,Dharwad_Wind_Farm,wind,80,12.282,0.1535,15.5,75.0
2020-01-08 12:00:00,Dharwad_Wind_Farm,wind,80,1.599,0.02,15.5,75.0
2020-01-08 13:00:00,Dharwad_Wind_Farm,wind,80,0.47,0.0059,15.5,75.0
2020-01-08 14:00:00,Dharwad_Wind_Farm,wind,80,1.538,0.0192,15.5,75.0
2020-01-08 15:00:00,Dharwad_Wind_Farm,wind,80,2.403,0.03,15.5,75.0
2020-01-08 16:00:00,Dharwad_Wind_Farm,wind,80,7.179,0.0897,15.5,75.0
2020-01-08 17:00:00,Dharwad_Wind_Farm,wind,80,1.578,0.0197,15.5,75.0
2020-01-08 18:00:00,Dharwad_Wind_Farm,wind,80,2.34,0.0292,15.5,75.0
2020-01-08 19:00:00,Dharwad_Wind_Farm,wind,80,4.345,0.0543,15.5,75.0
2020-01-08 20:00:00,Dharwad_Wind_Farm,wind,80,2.819,0.0352,15.5,75.0
2020-01-08 21:00:00,Dharwad_Wind_Farm,wind,80,3.854,0.0482,15.5,75.0
2020-01-08 22:00:00,Dharwad_Wind_Farm,wind,80,3.569,0.0446,15.5,75.0
2020-01-08 23:00:00,Dharwad_Wind_Farm,wind,80,1.324,0.0166,15.5,75.0
2020-01-09 00:00:00,Dharwad_Wind_Farm,wind,80,12.096,0.1512,15.5,75.0
2020-01-09 01:00:00,Dharwad_Wind_Farm,wind,80,3.2,0.04,15.5,75.0
2020-01-09 02:00:00,Dharwad_Wind_Farm,wind,80,1.06,0.0133,15.5,75.0
2020-01-09 03:00:00,Dharwad_Wind_Farm,wind,80,15.47,0.1934,15.5,75.0
2020-01-09 04:00:00,Dharwad_Wind_Farm,wind,80,4.059,0.0507,15.5,75.0
2020-01-09 05:00:00,Dharwad_Wind_Farm,wind,80,2.812,0.0351,15.5,75.0
2020-01-09 06:00:00,Dharwad_Wind_Farm,wind,80,2.601,0.0325,15.5,75.0
2020-01-09 07:00:00,Dharwad_Wind_Farm,wind,80,1.893,0.0237,15.5,75.0
2020-01-09 08:00:00,Dharwad_Wind_Farm,wind,80,5.441,0.068,15.5,75.0
2020-01-09 09:00:00,Dharwad_Wind_Farm,wind,80,2.824,0.0353,15.5,75.0
2020-01-09 10:00:00,Dharwad_Wind_Farm,wind,80,5.228,0.0653,15.5,75.0
2020-01-09 11:00:00,Dharwad_Wind_Farm,wind,80,5.155,0.0644,15.5,75.0
2020-01-09 12:00:00,Dharwad_Wind_Farm,wind,80,11.247,0.1406,15.5,75.0
2020-01-09 13:00:00,Dharwad_Wind_Farm,wind,80,4.057,0.0507,15.5,75.0
2020-01-09 14:00:00,Dharwad_Wind_Farm,wind,80,0.678,0.0085,15.5,75.0
2020-01-09 15:00:00,Dharwad_Wind_Farm,wind,80,4.608,0.0576,15.5,75.0
2020-01-09 16:00:00,Dharwad_Wind_Farm,wind,80,0.0,0.0,15.5,75.0
2020-01-09 17:00:00,Dharwad_Wind_Farm,wind,80,10.939,0.1367,15.5,75.0
2020-01-09 18:00:00,Dharwad_Wind_Farm,wind,80,2.306,0.0288,15.5,75.0
2020-01-09 19:00:00,Dharwad_Wind_Farm,wind,80,0.841,0.0105,15.5,75.0
2020-01-09 20:00:00,Dharwad_Wind_Farm,wind,80,13.883,0.1735,15.5,75.0
2020-01-09 21:00:00,Dharwad_Wind_Farm,wind,80,12.401,0.155,15.5,75.0
2020-01-09 22:00:00,Dharwad_Wind_Farm,wind,80,7.595,0.0949,15.5,75.0
2020-01-09 23:00:00,Dharwad_Wind_Farm,wind,80,2.477,0.031,15.5,75.0
2020-01-10 00:00:00,Dharwad_Wind_Farm,wind,80,9.8,0.1225,15.5,75.0
2020-01-10 01:00:00,Dharwad_Wind_Farm,wind,80,12.081,0.151,15.5,75.0
2020-01-10 02:00:00,Dharwad_Wind_Farm,wind,80,3.161,0.0395,15.5,75.0
2020-01-10 03:00:00,Dharwad_Wind_Farm,wind,80,1.371,0.0171,15.5,75.0
2020-01-10 04:00:00,Dharwad_Wind_Farm,wind,80,13.238,0.1655,15.5,75.0
2020-01-10 05:00:00,Dharwad_Wind_Farm,wind,80,8.82,0.1103,15.5,75.0
2020-01-10 06:00:00,Dharwad_Wind_Farm,wind,80,7.855,0.0982,15.5,75.0
2020-01-10 07:00:00,Dharwad_Wind_Farm,wind,80,1.992,0.0249,15.5,75.0
2020-01-10 08:00:00,Dharwad_Wind_Farm,wind,80,0.076,0.001,15.5,75.0
2020-01-10 09:00:00,Dharwad_Wind_Farm,wind,80,3.616,0.0452,15.5,75.0
2020-01-10 10:00:00,Dharwad_Wind_Farm,wind,80,5.533,0.0692,15.5,75.0
2020-01-10 11:00:00,Dharwad_Wind_Farm,wind,80,5.75,0.0719,15.5,75.0
2020-01-10 12:00:00,Dharwad_Wind_Farm,wind,80,1.537,0.0192,15.5,75.0
2020-01-10 13:00:00,Dharwad_Wind_Farm,wind,80,0.039,0.0005,15.5,75.0
2020-01-10 14:00:00,Dharwad_Wind_Farm,wind,80,1.238,0.0155,15.5,75.0
2020-01-10 15:00:00,Dharwad_Wind_Farm,wind,80,1.444,0.0181,15.5,75.0
2020-01-10 16:00:00,Dharwad_Wind_Farm,wind,80,2.425,0.0303,15.5,75.0
2020-01-10 17:00:00,Dharwad_Wind_Farm,wind,80,2.631,0.0329,15.5,75.0
2020-01-10 18:00:00,Dharwad_Wind_Farm,wind,80,5.602,0.07,15.5,75.0
2020-01-10 19:00:00,Dharwad_Wind_Farm,wind,80,2.744,0.0343,15.5,75.0
2020-01-10 20:00:00,Dharwad_Wind_Farm,wind,80,2.301,0.0288,15.5,75.0
2020-01-10 21:00:00,Dharwad_Wind_Farm,wind,80,9.625,0.1203,15.5,75.0
2020-01-10 22:00:00,Dharwad_Wind_Farm,wind,80,3.26,0.0408,15.5,75.0
2020-01-10 23:00:00,Dharwad_Wind_Farm,wind,80,5.789,0.0724,15.5,75.0
2020-01-11 00:00:00,Dharwad_Wind_Farm,wind,80,10.018,0.1252,15.5,75.0
2020-01-11 01:00:00,Dharwad_Wind_Farm,wind,80,1.354,0.0169,15.5,75.0
2020-01-11 02:00:00,Dharwad_Wind_Farm,wind,80,4.566,0.0571,15.5,75.0
2020-01-11 03:00:00,Dharwad_Wind_Farm,wind,80,0.001,0.0,15.5,75.0
2020-01-11 04:00:00,Dharwad_Wind_Farm,wind,80,2.527,0.0316,15.5,75.0
2020-01-11 05:00:00,Dharwad_Wind_Farm,wind,80,1.684,0.0211,15.5,75.0
2020-01-11 06:00:00,Dharwad_Wind_Farm,wind,80,5.984,0.0748,15.5,75.0
2020-01-11 07:00:00,Dharwad_Wind_Farm,wind,80,0.775,0.0097,15.5,75.0
2020-01-11 08:00:00,Dharwad_Wind_Farm,wind,80,0.717,0.009,15.5,75.0
2020-01-11 09:00:00,Dharwad_Wind_Farm,wind,80,2.943,0.0368,15.5,75.0
2020-01-11 10:00:00,Dharwad_Wind_Farm,wind,80,1.902,0.0238,15.5,75.0
2020-01-11 11:00:00,Dharwad_Wind_Farm,wind,80,6.583,0.0823,15.5,75.0
2020-01-11 12:00:00,Dharwad_Wind_Farm,wind,80,4.002,0.05,15.5,75.0
2020-01-11 13:00:00,Dharwad_Wind_Farm,wind,80,2.352,0.0294,15.5,75.0
2020-01-11 14:00:00,Dharwad_Wind_Farm,wind,80,1.194,0.0149,15.5,75.0
2020-01-11 15:00:00,Dharwad_Wind_Farm,wind,80,1.825,0.0228,15.5,75.0
2020-01-11 16:00:00,Dharwad_Wind_Farm,wind,80,6.039,0.0755,15.5,75.0
2020-01-11 17:00:00,Dharwad_Wind_Farm,wind,80,22.374,0.2797,15.5,75.0
2020-01-11 18:00:00,Dharwad_Wind_Farm,wind,80,3.839,0.048,15.5,75.0
2020-01-11 19:00:00,Dharwad_Wind_Farm,wind,80,5.848,0.0731,15.5,75.0
2020-01-11 20:00:00,Dharwad_Wind_Farm,wind,80,8.354,0.1044,15.5,75.0
2020-01-11 21:00:00,Dharwad_Wind_Farm,wind,80,0.0,0.0,15.5,75.0
2020-01-11 22:00:00,Dharwad_Wind_Farm,wind,80,11.649,0.1456,15.5,75.0
2020-01-11 23:00:00,Dharwad_Wind_Farm,wind,80,3.119,0.039,15.5,75.0
2020-01-12 00:00:00,Dharwad_Wind_Farm,wind,80,7.278,0.091,15.5,75.0
2020-01-12 01:00:00,Dharwad_Wind_Farm,wind,80,4.097,0.0512,15.5,75.0
2020-01-12 02:00:00,Dharwad_Wind_Farm,wind,80,0.41,0.0051,15.5,75.0
2020-01-12 03:00:00,Dharwad_Wind_Farm,wind,80,13.766,0.1721,15.5,75.0
2020-01-12 04:00:00,Dharwad_Wind_Farm,wind,80,2.531,0.0316,15.5,75.0
2020-01-12 05:00:00,Dharwad_Wind_Farm,wind,80,8.767,0.1096,15.5,75.0
2020-01-12 06:00:00,Dharwad_Wind_Farm,wind,80,0.683,0.0085,15.5,75.0
2020-01-12 07:00:00,Dharwad_Wind_Farm,wind,80,5.378,0.0672,15.5,75.0
2020-01-12 08:00:00,Dharwad_Wind_Farm,wind,80,3.024,0.0378,15.5,75.0
2020-01-12 09:00:00,Dharwad_Wind_Farm,wind,80,18.902,0.2363,15.5,75.0
2020-01-12 10:00:00,Dharwad_Wind_Farm,wind,80,2.595,0.0324,15.5,75.0
2020-01-12 11:00:00,Dharwad_Wind_Farm,wind,80,3.037,0.038,15.5,75.0
2020-01-12 12:00:00,Dharwad_Wind_Farm,wind,80,4.763,0.0595,15.5,75.0
2020-01-12 13:00:00,Dharwad_Wind_Farm,wind,80,16.54,0.2068,15.5,75.0
2020-01-12 14:00:00,Dharwad_Wind_Farm,wind,80,4.102,0.0513,15.5,75.0
2020-01-12 15:00:00,Dharwad_Wind_Farm,wind,80,3.229,0.0404,15.5,75.0
2020-01-12 16:00:00,Dharwad_Wind_Farm,wind,80,3.648,0.0456,15.5,75.0
2020-01-12 17:00:00,Dharwad_Wind_Farm,wind,80,2.076,0.026,15.5,75.0
2020-01-12 18:00:00,Dharwad_Wind_Farm,wind,80,7.797,0.0975,15.5,75.0
2020-01-12 19:00:00,Dharwad_Wind_Farm,wind,80,1.488,0.0186,15.5,75.0
